,Source Account,Date,Structured Timestamp,Tweets Ago,Tweet Text,Tweet Category,Compound,Positive,Neutral,Negative
301,Fox,Thu Aug 02 01:39:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=39, tm_sec=4, tm_wday=3, tm_yday=214, tm_isdst=-1)",2,"Migrants falsely claim they're father and daughter, present fake birth certificate, U.S. Customs officials say. https://t.co/A1yEmt1ZtA",Other,-0.4767,0.0,0.829,0.171
302,Fox,Thu Aug 02 01:28:52 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=28, tm_sec=52, tm_wday=3, tm_yday=214, tm_isdst=-1)",3,"Mollie Tibbetts' disappearance a 'total shock,' Iowa residents say. https://t.co/IucuUZQSoo",Other,0.0,0.0,1.0,0.0
303,Fox,Thu Aug 02 01:07:59 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=7, tm_sec=59, tm_wday=3, tm_yday=214, tm_isdst=-1)",4,".@dbongino on Manafort trial: ""Paul Manafort is guilty of something, he's guilty of helping @realDonaldTrump win an… https://t.co/LApgHTWcOa",Other,0.1027,0.234,0.547,0.219
304,Fox,Thu Aug 02 01:06:27 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=6, tm_sec=27, tm_wday=3, tm_yday=214, tm_isdst=-1)",5,"""Today, we prove these heroes were never forgotten.""

@VP Pence​ spoke at a ceremony Wednesday as remains, believed… https://t.co/jRe3zuNykV",Other,0.5106,0.163,0.837,0.0
305,Fox,Thu Aug 02 00:50:01 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=50, tm_sec=1, tm_wday=3, tm_yday=214, tm_isdst=-1)",6,'That's the Point of Government': WA 'Democratic Socialist' US House Candidate Defends Platform https://t.co/IsoA9guuPP,Other,0.0,0.0,1.0,0.0
306,Fox,Thu Aug 02 00:46:58 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=46, tm_sec=58, tm_wday=3, tm_yday=214, tm_isdst=-1)",7,RT @FoxBusiness: .@cvpayne provides an after hours stock update as markets were mixed on Fed and trade concerns. https://t.co/wswT3qqtW3 ht…,Other,0.0,0.0,1.0,0.0
307,Fox,Thu Aug 02 00:35:33 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=35, tm_sec=33, tm_wday=3, tm_yday=214, tm_isdst=-1)",8,"Florida woman arrested after leaving 6 kids ‘infested with lice’ at home, police say https://t.co/5yCpSlCq9B",Other,-0.4767,0.0,0.807,0.193
308,Fox,Thu Aug 02 00:28:15 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=28, tm_sec=15, tm_wday=3, tm_yday=214, tm_isdst=-1)",9,California Safeway calls cops on woman donating food to homeless man https://t.co/obcclpUxoq,Other,0.0,0.0,1.0,0.0
309,Fox,Thu Aug 02 00:19:56 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=19, tm_sec=56, tm_wday=3, tm_yday=214, tm_isdst=-1)",10,New 'Terminator' image features Linda Hamilton in iconic role https://t.co/cEZQizOsJj,Other,0.0,0.0,1.0,0.0
310,Fox,Thu Aug 02 00:13:23 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=13, tm_sec=23, tm_wday=3, tm_yday=214, tm_isdst=-1)",11,.@VP hails 'tangible progress' with North Korea as remains of presumed Korean War dead arrive in Hawaii https://t.co/c8VIpgXZBe,Disaster/War,-0.7506,0.108,0.577,0.315
311,Fox,Wed Aug 01 23:59:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=59, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",12,Arkansas man says he planned attack on cop who was accompanied by family. https://t.co/ODuxehBCeO,Other,-0.4767,0.0,0.807,0.193
312,Fox,Wed Aug 01 23:53:35 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=53, tm_sec=35, tm_wday=2, tm_yday=213, tm_isdst=-1)",13,.@VP Pence's guests at the ceremony receiving the remains of Korean War servicemen lost their fathers in the war. https://t.co/eddRpz1toR,Disaster/War,-0.8779,0.0,0.627,0.373
313,Fox,Wed Aug 01 23:46:49 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=46, tm_sec=49, tm_wday=2, tm_yday=213, tm_isdst=-1)",14,Mueller prosecutors rebuked repeatedly by trial judge with a history of colorful rulings. https://t.co/1uoPzQVQBz,Legal/Criminal,0.0,0.0,1.0,0.0
314,Fox,Wed Aug 01 23:38:24 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=38, tm_sec=24, tm_wday=2, tm_yday=213, tm_isdst=-1)",15,Flag-draped transfer cases are escorted off the plane during the honorable carry ceremony at @JointBasePHH. The tra… https://t.co/jmrqmobs4B,Other,0.5423,0.171,0.829,0.0
315,Fox,Wed Aug 01 23:38:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=38, tm_sec=19, tm_wday=2, tm_yday=213, tm_isdst=-1)",16,".@VP Pence: ""We will never stop striving until every hero lost in the Korean War is home."" https://t.co/Suudj3gA07",Disaster/War,-0.1808,0.214,0.545,0.241
316,Fox,Wed Aug 01 23:29:22 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=29, tm_sec=22, tm_wday=2, tm_yday=213, tm_isdst=-1)",17,".@VP Pence: ""Our work will not be complete until all our fallen heroes are accounted for and home."" https://t.co/UvCasaKfDy",Other,0.2023,0.145,0.746,0.11
317,Fox,Wed Aug 01 23:26:50 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=26, tm_sec=50, tm_wday=2, tm_yday=213, tm_isdst=-1)",18,".@VP Pence: ""Some have called the Korean War 'The Forgotten War,' but today we prove these heroes were never forgot… https://t.co/EiAbdUPEpP",Disaster/War,0.3716,0.169,0.683,0.148
318,Fox,Wed Aug 01 23:25:57 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=25, tm_sec=57, tm_wday=2, tm_yday=213, tm_isdst=-1)",19,"Democratic Socialist U.S. House candidate Sarah Smith: ""Single-payer systems save money."" #TheStory https://t.co/Zc1wZNOpF6",Other,0.4939,0.211,0.789,0.0
319,Fox,Wed Aug 01 23:20:15 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=20, tm_sec=15, tm_wday=2, tm_yday=213, tm_isdst=-1)",20,.@VP makes remarks as @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases be… https://t.co/D84WrPAV2C,Other,0.5423,0.171,0.829,0.0
320,Fox,Wed Aug 01 23:13:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=13, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",21,Twitter CEO says he gets why conservatives are suspicious of Big Tech. https://t.co/x8yk4Ah7fB,Other,-0.3612,0.0,0.828,0.172
321,Fox,Wed Aug 01 23:11:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=11, tm_sec=21, tm_wday=2, tm_yday=213, tm_isdst=-1)",22,The @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases being carried in the… https://t.co/okdgKVIhRW,Other,0.5423,0.171,0.829,0.0
322,Fox,Wed Aug 01 23:08:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=8, tm_sec=4, tm_wday=2, tm_yday=213, tm_isdst=-1)",23,"Mueller's office flags alleged illegal foreign lobbying involving Tony Podesta, Vin Weber, Greg Craig https://t.co/QTsYCSRjWg",Legal/Criminal,-0.5994,0.0,0.726,0.274
323,Fox,Wed Aug 01 22:57:37 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=57, tm_sec=37, tm_wday=2, tm_yday=213, tm_isdst=-1)",24,".@jonathanvswan on trade tensions with China: ""[@POTUS is] making a big gamble. His gamble is that he can break Pre… https://t.co/lAu6FXvmx9",Other,-0.4019,0.0,0.876,0.124
324,Fox,Wed Aug 01 22:48:12 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=48, tm_sec=12, tm_wday=2, tm_yday=213, tm_isdst=-1)",25,".@jonathanvswan on firing Mueller: ""There's nothing stopping [@POTUS] from doing it except the fact that he knows f… https://t.co/Na7oIFx0Ml",Other,-0.2396,0.069,0.816,0.115
325,Fox,Wed Aug 01 22:39:18 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=39, tm_sec=18, tm_wday=2, tm_yday=213, tm_isdst=-1)",26,Ohio State coach Urban Meyer put on leave amid abuse probe of fired assistant https://t.co/15uwFy4l62,Other,-0.8402,0.0,0.571,0.429
326,Fox,Wed Aug 01 22:35:41 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=35, tm_sec=41, tm_wday=2, tm_yday=213, tm_isdst=-1)",27,"Pet pig scares off would-be robbers at Indiana home, police say https://t.co/MlcUjnL3Vy",Other,-0.34,0.0,0.821,0.179
327,Fox,Wed Aug 01 22:33:30 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=33, tm_sec=30, tm_wday=2, tm_yday=213, tm_isdst=-1)",28,".@GillianHTurner: ""The Trump administration green-lighted a plan [Wednesday] that allows health insurers to offer c… https://t.co/WHDEjXrCER",Other,0.0,0.0,1.0,0.0
328,Fox,Wed Aug 01 22:28:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=28, tm_sec=5, tm_wday=2, tm_yday=213, tm_isdst=-1)",29,"Dan Springer: ""Among the 55 containers of remains there is just one dog tag and that concerns some people. But we'r… https://t.co/lp94dBM3fB",Other,0.0,0.0,1.0,0.0
329,Fox,Wed Aug 01 22:25:07 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=25, tm_sec=7, tm_wday=2, tm_yday=213, tm_isdst=-1)",30,The Iranian economy is faltering under U.S. pressure; @RichEdsonDC reports. #SpecialReport https://t.co/uA7FHq4VRN https://t.co/4zKFZYGEhB,Other,-0.296,0.0,0.845,0.155
330,Fox,Wed Aug 01 22:14:20 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=14, tm_sec=20, tm_wday=2, tm_yday=213, tm_isdst=-1)",31,Mueller responds to Trump attorneys' request for parameters of potential interview; @johnrobertsFox reports.… https://t.co/dRjSUyHNjV,Other,0.0,0.0,1.0,0.0
331,Fox,Wed Aug 01 22:12:18 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=12, tm_sec=18, tm_wday=2, tm_yday=213, tm_isdst=-1)",32,Twitter CEO gets why conservatives are suspicious of Big Tech https://t.co/5I4dIldr6R,Other,-0.3612,0.0,0.8,0.2
332,Fox,Wed Aug 01 21:56:54 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=56, tm_sec=54, tm_wday=2, tm_yday=213, tm_isdst=-1)",33,"INCREDIBLE: This pizza delivery guy stunned a family when he asked to play their piano. Little did they know, 18-ye… https://t.co/E7eiCfqVAn",Other,0.25,0.11,0.826,0.064
333,Fox,Wed Aug 01 21:51:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=51, tm_sec=4, tm_wday=2, tm_yday=213, tm_isdst=-1)",34,"Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",Other,-0.4019,0.0,0.828,0.172
334,Fox,Wed Aug 01 21:42:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=42, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",35,.@SenGillibrand fires back at George Soros over her calls for Franken to resign. https://t.co/3HlNb9v472,Other,-0.34,0.0,0.844,0.156
335,Fox,Wed Aug 01 21:36:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=36, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",36,Philippine government crushes dozens of luxury cars worth millions. https://t.co/oOgA6zD8H1,Other,-0.25,0.148,0.625,0.227
336,Fox,Wed Aug 01 21:28:46 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=28, tm_sec=46, tm_wday=2, tm_yday=213, tm_isdst=-1)",37,"Mollie Tibbetts' boyfriend, brothers, father urge witnesses to 'come forward' in exclusive interviews. https://t.co/GfsOO3kvkA",Disaster/War,0.128,0.103,0.897,0.0
337,Fox,Wed Aug 01 21:20:40 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=20, tm_sec=40, tm_wday=2, tm_yday=213, tm_isdst=-1)",38,".@JesseBWatters: ""Right now, Maxine Waters is the face of the Democratic Party, and that's frightening."" #TheFive https://t.co/pb51PxQwbU",Other,0.4019,0.144,0.856,0.0
338,Fox,Wed Aug 01 21:16:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=16, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",39,Arizona town is building tiny homes for teachers who can't afford to live closer. https://t.co/vrFOn1xc4L,Other,0.0,0.0,1.0,0.0
339,Fox,Wed Aug 01 21:10:56 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=10, tm_sec=56, tm_wday=2, tm_yday=213, tm_isdst=-1)",40,"Great white shark attacks seal off Massachusetts coast as surfers scramble to shore, video shows. https://t.co/fmauRxH2Qg",Other,0.296,0.195,0.667,0.138
340,Fox,Wed Aug 01 21:04:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=4, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",41,JUST IN: Mueller responds to Trump attorneys' request for parameters of potential interview. https://t.co/UZoXz1kswk,Other,0.0,0.0,1.0,0.0
341,Fox,Wed Aug 01 21:01:35 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=1, tm_sec=35, tm_wday=2, tm_yday=213, tm_isdst=-1)",42,Utah man claims McDonald's employee drugged his drink https://t.co/QQkYXNVuBH,Other,0.0,0.0,1.0,0.0
342,Fox,Wed Aug 01 20:55:52 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=55, tm_sec=52, tm_wday=2, tm_yday=213, tm_isdst=-1)",43,Trouble for Ted?: New TX Poll Shows Cruz Challenger Only 2 Points Down https://t.co/hA7W9gPiYC,Other,0.2577,0.271,0.574,0.155
343,Fox,Wed Aug 01 20:47:50 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=47, tm_sec=50, tm_wday=2, tm_yday=213, tm_isdst=-1)",44,Connecticut woman searches for stolen necklace that contains infant son's ashes: 'I feel incomplete' https://t.co/yBaF6XRTRn,Other,-0.4939,0.0,0.814,0.186
344,Fox,Wed Aug 01 20:43:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=43, tm_sec=19, tm_wday=2, tm_yday=213, tm_isdst=-1)",45,"National ICE Council President Chris Crane: ""We are not going to let people like this scare us out of doing our job… https://t.co/q9Bq2XNaBx",Other,-0.3071,0.092,0.771,0.138
345,Fox,Wed Aug 01 20:33:49 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=33, tm_sec=49, tm_wday=2, tm_yday=213, tm_isdst=-1)",46,"On @AmericaNewsroom, @cvpayne celebrated positive economic news. https://t.co/Nn6FRWsrz5 https://t.co/cBSNPnsbtD",Other,0.8074,0.51,0.49,0.0
346,Fox,Wed Aug 01 20:24:57 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=24, tm_sec=57, tm_wday=2, tm_yday=213, tm_isdst=-1)",47,"Iran planning Gulf 'swarm' drill involving 100 gun boats within days, US officials say. https://t.co/WOjhl3ckMN",Disaster/War,-0.34,0.0,0.854,0.146
347,Fox,Wed Aug 01 20:04:54 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=4, tm_sec=54, tm_wday=2, tm_yday=213, tm_isdst=-1)",48,RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/IWgmOPBXqm,Other,0.0,0.0,1.0,0.0
348,Fox,Wed Aug 01 20:04:42 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=4, tm_sec=42, tm_wday=2, tm_yday=213, tm_isdst=-1)",49,'Calexit' supporters now want to give away nearly half of California to create an independent Native American natio… https://t.co/6IY6QiTuBb,Other,0.6486,0.283,0.717,0.0
349,Fox,Wed Aug 01 20:03:10 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=3, tm_sec=10, tm_wday=2, tm_yday=213, tm_isdst=-1)",50,.@ShepNewsTeam is live with the 'Fox News Update' on Facebook Watch: https://t.co/584lSOl7Bz https://t.co/XzvTDwbCn0,Other,0.0,0.0,1.0,0.0
350,Fox,Wed Aug 01 20:03:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=3, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",51,"Former waitress in Arizona returns $1,000 she stole from restaurant in 1990s https://t.co/sVa2wiyYxi",Other,0.0,0.0,1.0,0.0
351,Fox,Wed Aug 01 19:53:36 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=53, tm_sec=36, tm_wday=2, tm_yday=213, tm_isdst=-1)",52,All 99 passengers and four crew members made it out alive from a plane crash in Mexico. @ShepNewsTeam… https://t.co/2E85kv7pxP,Disaster/War,-0.0258,0.122,0.751,0.127
352,Fox,Wed Aug 01 19:46:28 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=46, tm_sec=28, tm_wday=2, tm_yday=213, tm_isdst=-1)",53,".@POTUS' 'sanctuary cities' executive order is unconstitutional, US appeals court rules. https://t.co/lGoKljwHzg",Legal/Criminal,0.0,0.0,1.0,0.0
353,Fox,Wed Aug 01 19:46:15 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=46, tm_sec=15, tm_wday=2, tm_yday=213, tm_isdst=-1)",54,RT @ShepNewsTeam: We will be live for today’s @FoxNews Afternoon Update on Facebook Watch with the latest on missing college student Mollie…,Other,-0.296,0.0,0.905,0.095
354,Fox,Wed Aug 01 19:45:35 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=45, tm_sec=35, tm_wday=2, tm_yday=213, tm_isdst=-1)",55,Ohio judge orders chatty defendant's mouth taped for sentencing https://t.co/pPQ28UeeBl,Legal/Criminal,-0.1531,0.0,0.849,0.151
355,Fox,Wed Aug 01 19:35:15 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=35, tm_sec=15, tm_wday=2, tm_yday=213, tm_isdst=-1)",56,"Former President @BarackObama endorses dozens of Dems, but snubs @Ocasio2018. (via @brookefoxnews) https://t.co/jvMelfeKcL",Other,-0.5346,0.101,0.653,0.246
356,Fox,Wed Aug 01 19:27:36 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=27, tm_sec=36, tm_wday=2, tm_yday=213, tm_isdst=-1)",57,A U.S. soldier salutes during a repatriation ceremony for the remains of U.S. soldiers killed in the Korean War and… https://t.co/j5g6buF2Im,Disaster/War,-0.8555,0.0,0.669,0.331
357,Fox,Wed Aug 01 19:23:31 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=23, tm_sec=31, tm_wday=2, tm_yday=213, tm_isdst=-1)",58,".@GOPChairwoman: ""People want President Trump's endorsement more than they want President Obama's."" #OutnumberedOT https://t.co/25iq3qFQHI",Other,0.4404,0.308,0.692,0.0
358,Fox,Wed Aug 01 19:16:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=16, tm_sec=21, tm_wday=2, tm_yday=213, tm_isdst=-1)",59,JUST IN: Suspect identified in murder of George H.W. Bush's former doctor. https://t.co/Kw6T2RMplv,Other,-0.7845,0.0,0.615,0.385
359,Fox,Wed Aug 01 19:11:40 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=11, tm_sec=40, tm_wday=2, tm_yday=213, tm_isdst=-1)",60,"RT @FoxNewsResearch: #Trump Admin Unraveling #Obamacare:
•June:
—DOJ no longer defending ACA in court
—Rule allows small biz, self-employed…",Legal/Criminal,-0.296,0.0,0.891,0.109
360,Fox,Wed Aug 01 19:05:42 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=5, tm_sec=42, tm_wday=2, tm_yday=213, tm_isdst=-1)",61,Minnesota speeders' bizarre excuses include a 99 mph Taco Bell run https://t.co/mnOkwStcoc,Other,-0.3182,0.0,0.813,0.187
361,Fox,Wed Aug 01 18:46:31 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=46, tm_sec=31, tm_wday=2, tm_yday=213, tm_isdst=-1)",62,".@AriFleischer on the economy: ""Inflation, unless it's rampant, doesn't hurt you as much as if your wages are not g… https://t.co/RItY1SsoAG",Other,0.4168,0.122,0.878,0.0
362,Fox,Wed Aug 01 18:39:50 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=39, tm_sec=50, tm_wday=2, tm_yday=213, tm_isdst=-1)",63,President @realDonaldTrump is set to propose a 25-percent tariff on $200 billion of imported Chinese goods;… https://t.co/YzcySKD4gd,Other,0.0,0.0,1.0,0.0
363,Fox,Wed Aug 01 18:37:53 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=37, tm_sec=53, tm_wday=2, tm_yday=213, tm_isdst=-1)",64,State pension deficits - as of fiscal year 2016. https://t.co/l0B5tsW2Xx,Other,0.0,0.0,1.0,0.0
364,Fox,Wed Aug 01 18:36:12 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=36, tm_sec=12, tm_wday=2, tm_yday=213, tm_isdst=-1)",65,"""I just got tired of how broken Washington is. You know, my view from 18,000 feet over Syria, Iraq and Afghanistan… https://t.co/b0ZEFqMYRH",Other,-0.7184,0.0,0.769,0.231
365,Fox,Wed Aug 01 18:26:39 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=26, tm_sec=39, tm_wday=2, tm_yday=213, tm_isdst=-1)",66,"Mom given emergency C-section without anesthesia, lawsuit claims https://t.co/5ggPnriLzc",Other,-0.2344,0.148,0.621,0.231
366,Fox,Wed Aug 01 18:21:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=21, tm_sec=19, tm_wday=2, tm_yday=213, tm_isdst=-1)",67,".@ChrisStirewalt on Obama not endorsing red state Dems: ""This is an arrogant thing to do...He should stand back and… https://t.co/isOh1vvowX",Other,-0.4939,0.0,0.856,0.144
367,Fox,Wed Aug 01 18:18:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=18, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",68,NJ brothers find 5 coveted 1952 Mickey Mantle cards in old collection https://t.co/Z0IbQAb5RS,Other,0.0,0.0,1.0,0.0
368,Fox,Wed Aug 01 18:02:14 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=2, tm_sec=14, tm_wday=2, tm_yday=213, tm_isdst=-1)",69,"Bermuda Triangle mystery 'solved,' scientists claim https://t.co/tukmHC65Gg",Other,0.0,0.0,1.0,0.0
369,Fox,Wed Aug 01 17:54:14 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=54, tm_sec=14, tm_wday=2, tm_yday=213, tm_isdst=-1)",70,.@PressSec: “The president is going to continue to hold China responsible for their unfair trade practices. This ha… https://t.co/88tPrwD83F,Other,-0.2023,0.103,0.759,0.138
370,Fox,Wed Aug 01 17:50:54 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=50, tm_sec=54, tm_wday=2, tm_yday=213, tm_isdst=-1)",71,".@PressSec: “At the president’s direction, the Department of Treasury is sanctioning Turkey’s Minister of Justice a… https://t.co/6Rfv0qXXZy",Other,0.6369,0.257,0.743,0.0
371,Fox,Wed Aug 01 17:48:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=48, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",72,.@PressSec: “The White House and FEMA have been actively monitoring the wildfires to ensure that federal assistance… https://t.co/NppvYEkMXo,Other,0.5994,0.234,0.766,0.0
372,Fox,Wed Aug 01 17:32:41 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=32, tm_sec=41, tm_wday=2, tm_yday=213, tm_isdst=-1)",73,"NEWS ALERT: Awaiting @WhiteHouse press briefing - For full live coverage, tune in to Fox News Channel! https://t.co/to9cui1hbd",Other,0.4981,0.168,0.832,0.0
373,Fox,Wed Aug 01 17:32:36 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=32, tm_sec=36, tm_wday=2, tm_yday=213, tm_isdst=-1)",74,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing. https://t.co/SSTYEFbRpp,Other,0.0,0.0,1.0,0.0
374,Fox,Wed Aug 01 17:31:36 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=31, tm_sec=36, tm_wday=2, tm_yday=213, tm_isdst=-1)",75,".@GOPChairwoman: ""People want President Trump's endorsement more than they want President Obama's."" #OutnumberedOT https://t.co/oR0NfCkH1x",Other,0.4404,0.308,0.692,0.0
