,Source Account,Date,Structured Timestamp,Tweets Ago,Tweet Text,Tweet Category,Compound,Positive,Neutral,Negative
155,CBS,Wed Aug 01 16:29:54 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=29, tm_sec=54, tm_wday=2, tm_yday=213, tm_isdst=-1)",56,Pres. Trump's tariffs are hurting the already struggling newspaper industry https://t.co/6iQczhKhUG https://t.co/l0blnZL8zq,Other,-0.6705,0.0,0.645,0.355
156,CBS,Wed Aug 01 16:14:46 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=14, tm_sec=46, tm_wday=2, tm_yday=213, tm_isdst=-1)",57,"Paul Manafort accused of amassing ""secret income."" Follow here for live updates from his trial… https://t.co/EwodY8bVSY",Other,-0.296,0.0,0.872,0.128
157,CBS,Wed Aug 01 15:40:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=40, tm_sec=21, tm_wday=2, tm_yday=213, tm_isdst=-1)",58,HEARTWARMING: This grocery store employee helped an autistic teen and is being praised for making his day… https://t.co/6gaWSUHIy5,Disaster/War,0.7925,0.305,0.695,0.0
158,CBS,Wed Aug 01 15:21:24 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=21, tm_sec=24, tm_wday=2, tm_yday=213, tm_isdst=-1)",59,"RT @CBSSunday: DO NOTHING FOR TWO MINUTES

Take a few minutes, turn up the volume as we leave you among white-tailed deer near Ocala, Flori…",Other,-0.0516,0.0,0.95,0.05
159,CBS,Wed Aug 01 15:19:45 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=19, tm_sec=45, tm_wday=2, tm_yday=213, tm_isdst=-1)",60,"""Even after 18 months of study, we are still only scratching the surface when it comes to Russia's information warf… https://t.co/37K0X1P4kD",Disaster/War,0.0,0.0,1.0,0.0
160,CBS,Wed Aug 01 15:04:52 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=4, tm_sec=52, tm_wday=2, tm_yday=213, tm_isdst=-1)",61,"1 on 5 taxpayers withhold too little from paychecks, auditors say https://t.co/mvzJLCWKBV https://t.co/sEbZv02cM6",Other,0.0,0.0,1.0,0.0
161,CBS,Wed Aug 01 14:49:53 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=49, tm_sec=53, tm_wday=2, tm_yday=213, tm_isdst=-1)",62,Sergeant who alleged ridicule over genetic test showing he was part black settles case https://t.co/3wOp291CH1 https://t.co/NknVI1yzfV,Other,-0.4588,0.0,0.833,0.167
162,CBS,Wed Aug 01 14:34:53 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=34, tm_sec=53, tm_wday=2, tm_yday=213, tm_isdst=-1)",63,President Trump called out for not leading effort to secure elections ahead of midterms https://t.co/cRvbG6rSWR https://t.co/unvuKOP0m2,Politics,0.34,0.138,0.862,0.0
163,CBS,Wed Aug 01 14:19:44 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=19, tm_sec=44, tm_wday=2, tm_yday=213, tm_isdst=-1)",64,"Inflation, tariffs are hitting consumers at the cash register https://t.co/45vWbtEWxX https://t.co/22v2Mv1YSb",Other,0.0,0.0,1.0,0.0
164,CBS,Wed Aug 01 14:04:44 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=4, tm_sec=44, tm_wday=2, tm_yday=213, tm_isdst=-1)",65,Mother of missing Iowa college student recounts last text she sent to daughter https://t.co/Z5Avcoj9To https://t.co/NHYemRbMUZ,Other,-0.296,0.0,0.864,0.136
165,CBS,Wed Aug 01 13:49:31 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=13, tm_min=49, tm_sec=31, tm_wday=2, tm_yday=213, tm_isdst=-1)",66,"A Canadian junior hockey player who survived a bus crash that killed 16 people, including many of his teammates, is… https://t.co/VNKG3sVwML",Disaster/War,-0.5994,0.125,0.604,0.272
166,CBS,Wed Aug 01 13:35:20 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=13, tm_min=35, tm_sec=20, tm_wday=2, tm_yday=213, tm_isdst=-1)",67,"It's been a rough few days for big-cap technology stocks, but strong results from Apple on Tuesday pushed the stock… https://t.co/AfIhJIomtE",Other,0.6652,0.19,0.81,0.0
167,CBS,Wed Aug 01 13:20:27 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=13, tm_min=20, tm_sec=27, tm_wday=2, tm_yday=213, tm_isdst=-1)",68,HEARTWARMING: This grocery store employee helped an autistic teen and is being praised for making his dreams come t… https://t.co/IDL6k9f0FZ,Disaster/War,0.8668,0.364,0.636,0.0
168,CBS,Wed Aug 01 12:59:39 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=59, tm_sec=39, tm_wday=2, tm_yday=213, tm_isdst=-1)",69,A former Playboy model who claims to have had an affair with a top fundraiser for President Trump wants him to pay… https://t.co/fpY21NWEWp,Other,0.2023,0.083,0.917,0.0
169,CBS,Wed Aug 01 12:39:43 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=39, tm_sec=43, tm_wday=2, tm_yday=213, tm_isdst=-1)",70,Thieves make motorboat getaway with Swedish crown jewels https://t.co/LJywUWpIRg https://t.co/OhTlfiL4MI,Other,-0.0772,0.21,0.559,0.231
170,CBS,Wed Aug 01 12:19:38 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=19, tm_sec=38, tm_wday=2, tm_yday=213, tm_isdst=-1)",71,"Thurman Blevins' family calls officers' account ""untrue"" and vows third-party investigation https://t.co/6c1qgfZCzU https://t.co/UVvT9sTitF",Other,0.0,0.0,1.0,0.0
171,CBS,Wed Aug 01 12:09:53 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=9, tm_sec=53, tm_wday=2, tm_yday=213, tm_isdst=-1)",72,"3D-printed gun blueprint maker Cody Wilson: ""I think access to the firearm is a fundamental human dignity. It's a f… https://t.co/fGjfAhFU2O",Other,0.0772,0.122,0.769,0.109
172,CBS,Wed Aug 01 12:09:30 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=9, tm_sec=30, tm_wday=2, tm_yday=213, tm_isdst=-1)",73,"RT @CBSThisMorning: ""The guns are downloadable. The files are in the public domain you cannot take them back you can adjust your politics t…",Politics,0.0,0.0,1.0,0.0
173,CBS,Wed Aug 01 12:09:25 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=9, tm_sec=25, tm_wday=2, tm_yday=213, tm_isdst=-1)",74,RT @CBSThisMorning: .@Radomysisky argues it's impossible to police 3D-gun tech and believes he has a free speech right to publish the desig…,Other,0.1779,0.133,0.763,0.104
174,CBS,Wed Aug 01 12:09:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=9, tm_sec=21, tm_wday=2, tm_yday=213, tm_isdst=-1)",75,"RT @CBSThisMorning: ""There is nothing good that can come with Defense Distributed uploading these files.""  -- Po Murray, chairwoman of @New…",Other,-0.6711,0.059,0.706,0.235
175,CBS,Wed Aug 01 12:02:43 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=2, tm_sec=43, tm_wday=2, tm_yday=213, tm_isdst=-1)",76,"RT @CBSThisMorning: ""What I'm doing is legally protected... I will go to the appellate level, I will go to the Supreme Court. I will waste…",Legal/Criminal,0.6124,0.2,0.8,0.0
176,CBS,Wed Aug 01 12:00:23 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=0, tm_sec=23, tm_wday=2, tm_yday=213, tm_isdst=-1)",77,"""Traumatic"" or ""summer camp""? Officials offer different views on family separation: https://t.co/uYLxF37pCd https://t.co/1hKhCC8uyW",Other,0.0,0.0,1.0,0.0
177,CBS,Wed Aug 01 11:53:56 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=11, tm_min=53, tm_sec=56, tm_wday=2, tm_yday=213, tm_isdst=-1)",78,"RT @CBSThisMorning: ""I believe that I am championing the second amendment in the 21st century."" -- @Radomysisky 

You think that's good for…",Other,0.6908,0.231,0.769,0.0
178,CBS,Wed Aug 01 11:47:40 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=11, tm_min=47, tm_sec=40, tm_wday=2, tm_yday=213, tm_isdst=-1)",79,"RT @CBSThisMorning: A federal judge is temporarily blocking a gun rights organization from publishing blueprints for 3D-printed guns.

In a…",Legal/Criminal,-0.6124,0.0,0.762,0.238
179,CBS,Wed Aug 01 11:40:12 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=11, tm_min=40, tm_sec=12, tm_wday=2, tm_yday=213, tm_isdst=-1)",80,"President Trump says the time has come for voter ID requirements because if ""you want to buy groceries you need a p… https://t.co/uU6ym9Pemu",Politics,0.0772,0.058,0.942,0.0
180,CBS,Wed Aug 01 11:19:47 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=11, tm_min=19, tm_sec=47, tm_wday=2, tm_yday=213, tm_isdst=-1)",81,Aeroméxico Flight 2431 was carrying 99 passengers and four crew members when it went down in northern Mexico and bu… https://t.co/azel346Hki,Other,0.0,0.0,1.0,0.0
181,CBS,Wed Aug 01 10:59:33 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=59, tm_sec=33, tm_wday=2, tm_yday=213, tm_isdst=-1)",82,"Top Putin foe ramps up ""Dossier"" project to spill Russians' secrets https://t.co/9YAvs2hxpA https://t.co/1CQDwDSQZN",Other,-0.2732,0.115,0.701,0.185
182,CBS,Wed Aug 01 10:45:25 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=45, tm_sec=25, tm_wday=2, tm_yday=213, tm_isdst=-1)",83,"One day after actor @AlanAlda revealed his Parkinson's diagnosis on @CBSThisMorning, we'll get an update on the eff… https://t.co/5eMWbIKnnM",Other,0.0,0.0,1.0,0.0
183,CBS,Wed Aug 01 10:39:55 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=39, tm_sec=55, tm_wday=2, tm_yday=213, tm_isdst=-1)",84,Korean War remains to head for Hawaii after repatriation ceremony https://t.co/bspKk5NHUX https://t.co/GNUZEk2Vck,Disaster/War,-0.5994,0.0,0.738,0.262
184,CBS,Wed Aug 01 10:29:52 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=29, tm_sec=52, tm_wday=2, tm_yday=213, tm_isdst=-1)",85,AHEAD on @CBSThisMorning: We'll talk to former CIA insider @MichaelJMorell about a new coordinated campaign on Face… https://t.co/50HVbHd3li,Other,0.0,0.0,1.0,0.0
185,CBS,Wed Aug 01 10:28:38 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=28, tm_sec=38, tm_wday=2, tm_yday=213, tm_isdst=-1)",86,"RT @CBSThisMorning: THIS MORNING: 
🔜@michaeljmorell on Facebook's discovery of fake accounts 
🔜@michaeljfoxorg's @racheldolhunmd discusses…",Other,-0.4767,0.0,0.807,0.193
186,CBS,Wed Aug 01 10:19:52 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=19, tm_sec=52, tm_wday=2, tm_yday=213, tm_isdst=-1)",87,Washington @Nationals set team scoring record after beating the New York @Mets by 21 runs Tuesday night… https://t.co/HAnts6FENT,Other,-0.4588,0.0,0.85,0.15
187,CBS,Wed Aug 01 10:15:33 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=15, tm_sec=33, tm_wday=2, tm_yday=213, tm_isdst=-1)",88,A federal judge issued a temporary restraining order to block access to the 10 blueprints that detail how to make 3… https://t.co/7CV5C0xk5e,Legal/Criminal,-0.4404,0.0,0.868,0.132
188,CBS,Wed Aug 01 10:03:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=3, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",89,U.S. military boosts troop security after deadly Niger ambush https://t.co/LtrpdNzcPR https://t.co/InS4NNPuoY,Disaster/War,0.5719,0.343,0.657,0.0
189,CBS,Wed Aug 01 09:48:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=9, tm_min=48, tm_sec=4, tm_wday=2, tm_yday=213, tm_isdst=-1)",90,"Young cancer patient goes viral with ""In My Feelings"" dance video https://t.co/iJWMPdwcaY https://t.co/WpkTN4wTwC",Other,-0.6597,0.0,0.732,0.268
190,CBS,Wed Aug 01 09:39:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=9, tm_min=39, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",91,Bugs and bark help Boy Scout survive nearly 37 hours alone in Wyoming wilderness https://t.co/OXY1haMaPg https://t.co/D5e0o6MRnd,Other,0.1779,0.144,0.749,0.107
191,CBS,Wed Aug 01 09:32:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=9, tm_min=32, tm_sec=4, tm_wday=2, tm_yday=213, tm_isdst=-1)",92,Chipotle reopens Ohio eatery possibly linked to illnesses https://t.co/BF7LqeziN6 https://t.co/SF8kdX0Ae1,Other,-0.4939,0.0,0.738,0.262
192,CBS,Wed Aug 01 09:18:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=9, tm_min=18, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",93,Rihanna becomes first black woman to grace cover of British Vogue's September issue https://t.co/EJfNGnM2eH https://t.co/DGvILpf04Y,Other,0.4215,0.167,0.833,0.0
193,CBS,Wed Aug 01 09:03:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=9, tm_min=3, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",94,MoviePass outages send stock plunging https://t.co/2vtBlNGSmJ https://t.co/tE0qOEeMfP,Other,0.0,0.0,1.0,0.0
194,CBS,Wed Aug 01 08:54:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=8, tm_min=54, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",95,Korean War remains to head for Hawaii after repatriation ceremony https://t.co/oPIF5PqC8l https://t.co/uH7LTrP3g7,Disaster/War,-0.5994,0.0,0.738,0.262
195,CBS,Wed Aug 01 08:48:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=8, tm_min=48, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",96,"ISIS claims attack on cyclists in Tajikistan, releases video of purported cell https://t.co/YyFe7WmoPI https://t.co/kJGKlLxWep",Other,-0.4767,0.0,0.807,0.193
196,CBS,Wed Aug 01 08:33:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=8, tm_min=33, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",97,Vogue reportedly gave Beyoncé editorial control of September cover and feature https://t.co/PSTTgVVJYQ https://t.co/szUBw2SGCy,Other,0.0,0.0,1.0,0.0
197,CBS,Wed Aug 01 08:18:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=8, tm_min=18, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",98,Upstate New York couple married for 78 years dies 2 days apart https://t.co/1LxmWrbhBV https://t.co/FkeZTaTMFy,Other,0.0,0.0,1.0,0.0
198,CBS,Wed Aug 01 08:03:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=8, tm_min=3, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",99,"What to know about Ron DeSantis, GOP Florida gubernatorial candidate https://t.co/8vZPwLKKo9 https://t.co/uibBxdroiX",Other,0.0,0.0,1.0,0.0
199,CBS,Wed Aug 01 07:48:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=7, tm_min=48, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",100,"Wraps and salads sold at Kroger, Trader Joe's recalled due to parasite concern https://t.co/YTssU6gyZR https://t.co/7WiASGIylx",Other,0.0,0.0,1.0,0.0
200,CNN,Thu Aug 02 01:29:41 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=29, tm_sec=41, tm_wday=3, tm_yday=214, tm_isdst=-1)",1,"Mueller would ask the President fewer questions about obstruction, but insists he answer them in an in-person inter… https://t.co/qPV1JWXjew",Other,0.0,0.0,1.0,0.0
201,CNN,Wed Aug 01 21:36:47 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=36, tm_sec=47, tm_wday=2, tm_yday=213, tm_isdst=-1)",2,New cluster of Ebola virus cases detected in the Democratic Republic of Congo a week after the government declared… https://t.co/9B9bSOXG5S,Other,0.0,0.0,1.0,0.0
202,CNN,Wed Aug 01 20:19:10 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=19, tm_sec=10, tm_wday=2, tm_yday=213, tm_isdst=-1)",3,RT @CNNPolitics: CNN Exclusive: The TSA is considering eliminating passenger screening at smaller airports https://t.co/3H29KdvlYu https://…,Politics,0.128,0.091,0.909,0.0
203,CNN,Wed Aug 01 19:22:41 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=22, tm_sec=41, tm_wday=2, tm_yday=213, tm_isdst=-1)",4,Iranian forces are expected to launch a naval exercise in the next 48 hours that may show their ability to shut dow… https://t.co/s4Ph3pz3To,Other,0.3182,0.099,0.901,0.0
204,CNN,Wed Aug 01 18:34:30 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=34, tm_sec=30, tm_wday=2, tm_yday=213, tm_isdst=-1)",5,The Federal Reserve keeps interest rates unchanged at its latest meeting and indicates it will stay on course for h… https://t.co/kYe5o6Ukyu,Other,0.4588,0.13,0.87,0.0
205,CNN,Wed Aug 01 18:00:11 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=0, tm_sec=11, tm_wday=2, tm_yday=213, tm_isdst=-1)",6,The Treasury Department is sanctioning Turkey's ministers of justice and interior in response to the detention of U… https://t.co/zzToISgNIz,Other,0.4019,0.219,0.675,0.105
206,CNN,Wed Aug 01 17:32:58 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=32, tm_sec=58, tm_wday=2, tm_yday=213, tm_isdst=-1)",7,Watch live: Sarah Sanders holds a White House press briefing as President Trump ratchets up attacks on the Russia p… https://t.co/bd8CO8sVg3,Other,-0.4404,0.0,0.868,0.132
207,CNN,Wed Aug 01 15:17:26 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=17, tm_sec=26, tm_wday=2, tm_yday=213, tm_isdst=-1)",8,Iowa Republican Sen. Chuck Grassley says he hopes to begin confirmation hearings for President Trump's Supreme Cour… https://t.co/Kmi3APeDgv,Other,0.7506,0.286,0.714,0.0
208,CNN,Wed Aug 01 14:56:55 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=56, tm_sec=55, tm_wday=2, tm_yday=213, tm_isdst=-1)",9,FBI agent testifies that agents knocked three times before raiding home of Trump's former campaign chief. Follow li… https://t.co/T3BQqy67Io,Other,0.0,0.0,1.0,0.0
209,CNN,Wed Aug 01 14:12:48 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=12, tm_sec=48, tm_wday=2, tm_yday=213, tm_isdst=-1)",10,President Trump ups his criticism of the special counsel's Russia investigation by directly calling on his attorney… https://t.co/5n2SObozOp,Other,-0.0516,0.125,0.741,0.134
210,CNN,Wed Aug 01 07:14:57 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=7, tm_min=14, tm_sec=57, tm_wday=2, tm_yday=213, tm_isdst=-1)",11,RT @cnni: JUST IN: Zimbabwe's ruling Zanu-PF party appears set to win a majority in parliament after winning 109 seats so far in national e…,Other,0.872,0.32,0.68,0.0
211,CNN,Wed Aug 01 07:03:43 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=7, tm_min=3, tm_sec=43, tm_wday=2, tm_yday=213, tm_isdst=-1)",12,Philippines President Rodrigo Duterte has overseen the destruction of $5.5 million worth of luxury vehicles and mot… https://t.co/zgSFiTvsFY,Other,-0.4215,0.088,0.741,0.171
212,CNN,Wed Aug 01 06:49:18 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=6, tm_min=49, tm_sec=18, tm_wday=2, tm_yday=213, tm_isdst=-1)",13,Dozens of cases believed to hold the remains of American service members killed during the Korean War are due to be… https://t.co/zKUGffYPq2,Disaster/War,-0.8555,0.0,0.704,0.296
213,CNN,Wed Aug 01 02:21:47 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=2, tm_min=21, tm_sec=47, tm_wday=2, tm_yday=213, tm_isdst=-1)",14,Durango governor says 49 people were hospitalized after the Mexico plane accident and that the pilot and a passenge… https://t.co/ZYCcKqk8RK,Other,-0.4767,0.0,0.853,0.147
214,CNN,Wed Aug 01 01:01:07 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=1, tm_min=1, tm_sec=7, tm_wday=2, tm_yday=213, tm_isdst=-1)",15,"The Trump administration plans to raise pending tariffs on $200 billion in Chinese goods to 25% from 10%, a source… https://t.co/hwDQo3mMYC",Other,0.0,0.0,1.0,0.0
215,CNN,Tue Jul 31 23:45:32 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=23, tm_min=45, tm_sec=32, tm_wday=1, tm_yday=212, tm_isdst=-1)",16,Founder of website containing plans for 3D printable guns says downloads are disabled until he sees federal judge's… https://t.co/h0IaebAcnJ,Legal/Criminal,0.0,0.0,1.0,0.0
216,CNN,Tue Jul 31 23:13:50 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=23, tm_min=13, tm_sec=50, tm_wday=1, tm_yday=212, tm_isdst=-1)",17,"President Donald Trump holds a ""Make America Great Again"" rally in Tampa, Florida. Watch live:… https://t.co/kyvUTRDW8p",Other,0.6249,0.227,0.773,0.0
217,CNN,Tue Jul 31 22:44:55 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=22, tm_min=44, tm_sec=55, tm_wday=1, tm_yday=212, tm_isdst=-1)",18,"There are no deaths from the Aeromexico plane accident, the governor of the state of Durango says. There were 101 p… https://t.co/Sis8cyodAJ",Other,-0.6486,0.0,0.791,0.209
218,CNN,Tue Jul 31 22:30:34 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=22, tm_min=30, tm_sec=34, tm_wday=1, tm_yday=212, tm_isdst=-1)",19,RT @CNNPolitics: EXCLUSIVE: Special counsel Robert Mueller refers foreign agent inquiries to New York prosecutors https://t.co/2KsLpT6w08 h…,Politics,0.6037,0.247,0.753,0.0
219,CNN,Tue Jul 31 21:50:50 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=21, tm_min=50, tm_sec=50, tm_wday=1, tm_yday=212, tm_isdst=-1)",20,"DEVELOPING STORY: Aeromexico reports plane accident in Durango, Mexico. The airline is working to verify any inform… https://t.co/9S0yMgHKmw",Other,-0.4767,0.0,0.846,0.154
220,CNN,Tue Jul 31 20:21:57 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=20, tm_min=21, tm_sec=57, tm_wday=1, tm_yday=212, tm_isdst=-1)",21,"In opening statements, prosecutors paint former Trump campaign chair as a ""shrewd"" liar who crafted a global scheme… https://t.co/mnslJ3J00b",Other,-0.5106,0.0,0.829,0.171
221,CNN,Tue Jul 31 18:43:32 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=18, tm_min=43, tm_sec=32, tm_wday=1, tm_yday=212, tm_isdst=-1)",22,A jury of six men and six women has been sworn in and opening statements will begin soon in the criminal trial of P… https://t.co/xqAeYQBqK0,Legal/Criminal,-0.5267,0.0,0.871,0.129
222,CNN,Tue Jul 31 17:27:59 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=17, tm_min=27, tm_sec=59, tm_wday=1, tm_yday=212, tm_isdst=-1)",23,RT @CNNMoney: Facebook takes down suspected Russian network of pages https://t.co/zT8PqnrotT https://t.co/WSO5emyhA6,Other,-0.2263,0.0,0.853,0.147
223,CNN,Tue Jul 31 17:27:46 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=17, tm_min=27, tm_sec=46, tm_wday=1, tm_yday=212, tm_isdst=-1)",24,White House chief of staff John Kelly says he's agreed to President Trump's request to stay in the role until at le… https://t.co/gdYputpRY6,Other,0.2732,0.087,0.913,0.0
224,CNN,Tue Jul 31 12:47:55 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=12, tm_min=47, tm_sec=55, tm_wday=1, tm_yday=212, tm_isdst=-1)",25,"RT @CNNPolitics: President Trump repeats Rudy Giuliani defense that ""collusion is not a crime,"" even though he continues to deny any allege…",Politics,-0.2263,0.066,0.83,0.105
225,CNN,Tue Jul 31 12:36:34 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=12, tm_min=36, tm_sec=34, tm_wday=1, tm_yday=212, tm_isdst=-1)",26,"RT @CNNPolitics: President Trump says the Koch brothers are a ""total joke"" https://t.co/OinX7HLhbZ https://t.co/vJZJm4Qygx",Politics,0.296,0.155,0.845,0.0
226,CNN,Tue Jul 31 06:44:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=6, tm_min=44, tm_sec=6, tm_wday=1, tm_yday=212, tm_isdst=-1)",27,"Ten people have been killed and more than 100,000 have been forced to flee their homes after days of heavy monsoon… https://t.co/WVUvren9Yv",Disaster/War,-0.8176,0.0,0.727,0.273
227,CNN,Tue Jul 31 06:43:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=6, tm_min=43, tm_sec=2, tm_wday=1, tm_yday=212, tm_isdst=-1)",28,At least 10 people were killed when militants linked to the Abu Sayyaf terror group struck a military checkpoint wi… https://t.co/cJubOb9SLH,Disaster/War,-0.872,0.0,0.632,0.368
